154,	7,	14.66091
155,	48,	17.99482
156,	30,	19.19534
157,	28,	20.07580
158,	7,	18.76822
159,	20,	18.89140
160,	3,	17.30226
161,	6,	16.17203
162,	6,	15.15483
163,	25,	16.13935
164,	19,	16.42541
165,	1,	14.88287
166,	1,	13.49458
167,	14,	13.54513
168,	24,	14.59061
169,	18,	14.93155
170,	3,	13.73840
171,	46,	16.96456
172,	10,	16.26810
173,	9,	15.54129
174,	30,	16.98716
175,	22,	17.48845
176,	68,	22.53960
177,	64,	26.68564
178,	28,	26.81708
179,	30,	27.13537
180,	117,	36.12183
181,	127,	45.20965
182,	25,	43.18868
183,	28,	41.66982
184,	11,	38.60283
185,	7,	35.44255
186,	134,	45.29830
187,	249,	65.76847
188,	227,	81.89162
189,	249,	98.70246
190,	71,	95.93221
191,	32,	89.53899
192,	126,	93.18509
193,	6,	84.46658
194,	249,	101.01992
195,	249,	115.91793
196,	131,	117.42614
197,	249,	130.68352
198,	91,	126.71517
199,	15,	115.54366
200,	249,	128.98929
201,	249,	141.09036
202,	249,	151.98132
203,	249,	161.78319
204,	202,	165.80487
205,	249,	174.22439
206,	233,	180.10195
207,	69,	168.99175
208,	249,	177.09258
209,	249,	184.38332
210,	249,	190.94499
211,	249,	196.85049
212,	21,	179.26544
213,	249,	186.33890
214,	92,	176.90501
215,	249,	184.21451
216,	249,	190.79306
217,	176,	189.31375
218,	249,	195.38237
219,	249,	200.84414
220,	249,	205.75972
221,	249,	210.18375
222,	70,	196.16538
223,	249,	201.54884
224,	249,	206.39395
225,	249,	210.75456
226,	148,	204.47910
227,	249,	209.03119
228,	2,	188.32807
229,	189,	188.39527
230,	249,	194.55574
231,	249,	200.10017
232,	94,	189.49015
233,	249,	195.54113
234,	249,	200.98702
235,	249,	205.88832
236,	249,	210.29949
237,	249,	214.26954
238,	2,	193.04258
239,	249,	198.73833
240,	242,	203.06449
241,	249,	207.75804
242,	249,	211.98224
243,	249,	215.78402
244,	175,	211.70561
245,	249,	215.53505
246,	77,	201.68155
247,	81,	189.61339
248,	249,	195.65205
249,	249,	201.08685
250,	249,	205.97816
251,	219,	207.28035
252,	249,	211.55231
253,	249,	215.39708
254,	249,	218.85737
255,	249,	221.97164
256,	249,	224.77447
257,	249,	227.29702
258,	249,	229.56732
259,	249,	231.61059
260,	249,	233.44953
261,	145,	224.60458
262,	3,	202.44412
263,	249,	207.19971
264,	249,	211.47974
265,	249,	215.33176
266,	249,	218.79859
267,	249,	221.91873
268,	249,	224.72686
269,	249,	227.25417
270,	249,	229.52875
271,	198,	226.37588
272,	249,	228.73829
273,	249,	230.86446
274,	226,	230.37801
275,	249,	232.34021
276,	249,	234.10619
277,	249,	235.69557
278,	249,	237.12602
279,	249,	238.41341
280,	249,	239.57207
281,	249,	240.61487
282,	249,	241.55338
283,	249,	242.39804
284,	249,	243.15824
285,	249,	243.84241
286,	249,	244.45817
287,	249,	245.01235
288,	249,	245.51112
289,	249,	245.96001
290,	2,	221.56401
291,	249,	224.40761
292,	249,	226.96685
293,	159,	220.17016
294,	249,	223.15314
295,	249,	225.83783
296,	249,	228.25405
297,	249,	230.42864
298,	249,	232.38578
299,	249,	234.14720
300,	6,	211.33248
301,	249,	215.19923
302,	74,	201.07931
303,	249,	205.97138
304,	249,	210.37424
305,	217,	211.03682
306,	2,	190.13313
307,	249,	196.11982
308,	84,	184.90784
309,	249,	191.41706
310,	249,	197.27535
311,	249,	202.54781
312,	249,	207.29303
313,	3,	186.86373
314,	249,	193.17736
315,	2,	174.05962
316,	81,	164.75366
317,	195,	167.77829
318,	249,	176.00046
319,	249,	183.40042
320,	249,	190.06038
321,	109,	181.95434
322,	249,	188.75890
323,	2,	170.08301
324,	249,	178.07471
325,	249,	185.26724
326,	249,	191.74052
327,	249,	197.56647
328,	249,	202.80982
329,	23,	184.82884
330,	249,	191.34595
331,	2,	172.41136
332,	165,	171.67022
333,	249,	179.50320
334,	184,	179.95288
335,	249,	186.95759
336,	249,	193.26183
337,	19,	175.83565
338,	249,	183.25208
339,	1,	165.02688
340,	249,	173.52419
341,	249,	181.17177
342,	249,	188.05459
343,	223,	191.54913
344,	249,	197.39422
345,	249,	202.65480
346,	1,	182.48932
347,	249,	189.24039
348,	249,	195.31635
349,	29,	178.68471
350,	249,	185.81624
351,	249,	192.23462
352,	249,	198.01116
353,	249,	203.21004
354,	249,	207.88904
355,	249,	212.10013
356,	249,	215.89012
357,	1,	194.40111
358,	249,	199.96100
359,	229,	202.86490
360,	199,	202.47841
361,	249,	207.23057
362,	249,	211.50751
363,	249,	215.35676
364,	249,	218.82108
365,	249,	221.93897
366,	249,	224.74508
367,	249,	227.27057
368,	91,	213.64351
369,	195,	211.77916
370,	17,	192.30125
371,	249,	198.07112
372,	249,	203.26401
373,	249,	207.93761
374,	249,	212.14385
375,	249,	215.92946
376,	249,	219.33652
377,	249,	222.40286
378,	249,	225.16258
379,	249,	227.64632
380,	249,	229.88169
381,	122,	219.09352
382,	1,	197.28417
